listing_type,status,Demand %,area,zone,project_name,tenant_restriction,price,Notes,estimated mv,installment,parking/floor,bed,bath,size,furnishing,type,tenure,room_type,bath_type,anchors,image,wa_text,date_added,source_link,move_in_date,code,lelong_date
rental,-,45,Semenyih,Setia Ecohill,D'Camellia,-,2600,-,-,-,,3,2,850,Fully Furnished,Apartment,-,-,-,Ecohill Walk Mall | Lotus's Semenyih | Pasaraya Econsave Semenyih | Nottingham University of Malaysia | SILK Highway,https://www.haniproperties.com/images/unitpic/dcamelliaFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at D'Camellia, Setia Ecohill. Price: RM2600. Ref: FPR",22/7/2026,https://t.me/fathurpropertyrental/28258,-,FPR,-
rental,-,45,Bangi,Seksyen 6,Bukit Mahkota Bangi,-,1800,-,-,-,,4,3,1575,Fully Furnished,Semi D,-,-,-,CS Bangi Avenue | Lotus's Bandar Puteri Bangi | UKM | KPTM Bangi | PLUS Highway,https://www.haniproperties.com/images/unitpic/bukitmahkotabangiHF/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Bukit Mahkota Bangi, Seksyen 6. Price: RM1800. Ref: HF",22/7/2026,https://t.me/iqalisting/3011,1/8/2026,HF,-
rental,-,45,Selayang,Pusat Bandar Utara Selayang,LakePark Residence @ KL North,-,2200,,,-,,3,2,950,Fully Furnished,Service Residence,-,-,-,Taman Wahyu KTM Station | Selayang Mall | Pasar Borong Selayang | Hospital Selayang | MRR2 Highway,https://www.haniproperties.com/images/unitpic/lakeparkresidenceklnorthADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at LakePark Residence @ KL North, Pusat Bandar Utara Selayang. Price: RM2200. Ref: ADL",19/7/2026,https://t.me/adiblisting/8596,Aug-26,ADL,-
rental,-,45,Semenyih,Jalan Broga,Midlands City,Family/Couple Preferred | Workers Welcome,1300,,,-,,3,2,750,Partially Furnished,Service Residence,-,-,-,Ecohill Walk | University of Nottingham Malaysia | LEKAS Highway | SILK Highway,https://www.haniproperties.com/images/unitpic/midlandscityNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Midlands City, Jalan Broga. Price: RM1300. Ref: NS",16/7/2026,https://t.me/rumahsewajualbelikldanselangor/11737,-,NS,-
rental,-,45,Selayang,Batu Caves,Taman Amansiara,-,1200,,,-,,3,2,1245,Unfurnished,Townhouse,-,-,-,Selayang Mall | NSK Trade City Selayang | Selayang Hospital | MRR2 Highway,https://www.haniproperties.com/images/unitpic/tamanamansiaraADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Taman Amansiara, Batu Caves. Price: RM1200. Ref: ADL",14/7/2026,https://telegram.me/adiblisting/8180,Immediate,ADL,-
rental,-,45,Kajang,Bangi Avenue,Residensi Adelia 3,Family Preferred | Working Adults Welcome | Muslim Preferred,1400,,,-,,3,3,1045,Unfurnished,Apartment,-,-,-,KTM Bangi | Pasaraya CS Bangi Avenue | Klinik Kesihatan Bandar Seri Putra | PLUS Highway,https://www.haniproperties.com/images/unitpic/residensiadelia3NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Adelia 3, Bangi Avenue. Price: RM1400. Ref: NS",14/7/2026,https://telegram.me/rumahsewajualbelikldanselangor/11607,Immediate,NS,-
rental,-,45,Sepang,Sunsuria City,Giverny Walk,-,5200,,,-,,-,-,1800,Unfurnished,Commercial,-,-,-,KIP Mall Kota Warisan | Mitsui Outlet Park | Xiamen University | Sepang International Circuit | ELITE Highway,https://www.haniproperties.com/images/unitpic/givernywalkFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Giverny Walk, Sunsuria City. Price: RM5200. Ref: FPR",12/7/2026,https://telegram.me/fathurpropertyrental/27824,-,FPR,-
rental,-,45,Selayang,Bandar Selayang,168 Park Residensi Selayang,Malay Only,1700,,,-,,2,2,538,Fully Furnished,Service Residence,-,-,-,Selayang Mall | Selayang Hospital | NSK Trade City Selayang | Lotus's Selayang | MRR2,https://www.haniproperties.com/images/unitpic/168parkresidensiselayangADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 168 Park Residensi Selayang, Bandar Selayang. Price: RM1700. Ref: ADL",12/7/2026,https://telegram.me/adiblisting/8036,1/8/2026,ADL,-
rental,-,45,Kajang,Kajang 2,Mirai Residences,-,1850,,,-,,2,1,578,Fully Furnished,Service Residence,-,-,-,KTM Kajang 2 | 99 Speedmart | Watsons | Metro Point Complex | Plaza Metro Kajang,https://www.haniproperties.com/images/unitpic/mirairesidencesEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Mirai Residences, Kajang 2. Price: RM1850. Ref: EX",11/7/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/28042,Immediate,EX,-
rental,-,45,Ampang,Bukit Ampang Permai,Brezza Hill,-,2500,,,-,,3,3,1252,Partially Furnished,Condominium,-,-,-,Ampang Point Shopping Centre | Great Eastern Mall | MRR2 Highway | DUKE Highway,https://www.haniproperties.com/images/unitpic/brezzahillADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Brezza Hill, Bukit Ampang Permai. Price: RM2500. Ref: ADL",7/7/2026,https://telegram.me/adiblisting/7730,Immediate,ADL,
rental,,45,Kepong,Jinjang,Taman Beringin,,1450,,,-,,3,1,900,Partially Furnished,Terrace,-,-,-,-,https://www.haniproperties.com/images/unitpic/tamanberinginADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Taman Beringin, Jinjang. Price: RM1450. Ref: ADL",5/7/2026,https://t.me/adiblisting/7483,Immediate,ADL,
rental,-,45,Sepang,Taman Banting Baru,Taman Banting Baru,,1100,,,-,,3,2,1200,Unfurnished,Terrace,-,-,-,-,https://www.haniproperties.com/images/unitpic/tamanbantingbaruDPM/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Taman Banting Baru, Taman Banting Baru. Price: RM1100. Ref: DPM",3/7/2026,https://telegram.me/DeePropmall/2479,Immediate,DPM,
subsale,-,45,Cheras,Bandar Sri Permaisuri,Q Avenue @ Queensville,,620000,,,2641,,-,-,1560,-,Commercial,Leasehold,-,-,-,https://www.haniproperties.com/images/unitpic/qavenuequeensvilleDPM/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Q Avenue @ Queensville, Bandar Sri Permaisuri. Price: RM620000. Ref: DPM",3/7/2026,https://telegram.me/DeePropmall/2497,-,DPM,
rental,-,45,Seri Kembangan,-,Astetica Residence,,2300,,,-,,2,2,748,Fully Furnished,Service Residence,-,-,-,MRT Serdang Jaya | The Mines Shopping Mall | AEON Taman Equine,https://www.haniproperties.com/images/unitpic/asteticaresidenceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Astetica Residence, -. Price: RM2300. Ref: ADL",2/7/2026,https://telegram.me/adiblisting/7196,Immediate,ADL,
rental,-,45,Seri Kembangan,Puncak Jalil,The Jalil,,2000,,,-,,3,2,891,Partially Furnished,Condominium,-,-,-,LRT Kinrara BK5 | LRT Alam Sutera | Pavilion Bukit Jalil | Columbia Asia Hospital | MEX Highway,https://www.haniproperties.com/images/unitpic/thejalilADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at The Jalil, Puncak Jalil. Price: RM2000. Ref: ADL",1/7/2026,https://telegram.me/adiblisting/7155,Immediate,ADL,
rental,-,45,Seri Kembangan,Taman Equine,Villa Park,,1600,,,,,4,2,1107,Partially Furnished,Apartment,,,,Swimming Pool | Gymnasium | Multipurpose Hall | Children's Playground | 24-Hour Security | Covered Parking,https://www.haniproperties.com/images/unitpic/villaparkADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Villa Park, Taman Equine. Price: RM1600. Ref: ADL",23/6/2026,https://telegram.me/adiblisting/6598,Immediate,ADL,
rental,-,45,Bangi,Bandar Puteri Bangi,Palmyra Residences,,1650,,,,,3,2,893,Fully Furnished,Condominium,,,,Swimming Pool | Gymnasium | Playground | Multipurpose Hall | 24 Hours Security / CCTV,https://www.haniproperties.com/images/unitpic/palmyraresidencesNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Palmyra Residences, Bandar Puteri Bangi. Price: RM1650. Ref: NS",23/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11413,Immediate,NS,
rental,-,45,Kajang,Kajang 2,Residensi Emas @ Kajang 2,,1300,,,,,4,3,930,Partially Furnished,Apartment,,,,Kolam Renang | Lift | Kawalan Keselamatan | Gymnasium | Taman Permainan | Minimart | Dewan Pelbagai Guna,https://www.haniproperties.com/images/unitpic/residensiemaskajang2NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Emas @ Kajang 2, Kajang 2. Price: RM1300. Ref: NS",22/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11349,Immediate,NS,
rental,-,45,Shah Alam,Setia Alam,Huni @ Eco Ardence,,2200,,,,,3,2,1000,Fully Furnished,Service Residence,,,,Setia City Mall | Tenby International School Setia Eco Park | Lotus's Setia Alam | DASH Highway,https://www.haniproperties.com/images/unitpic/huniecoardenceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Huni @ Eco Ardence, Setia Alam. Price: RM2200. Ref: ADL",21/6/2026,https://telegram.me/adiblisting/6488,1/7/2026,ADL,
rental,-,45,Sungai Buloh,Bandar Seri Coalfields,Jardin Residence 2-Storey Terrace,,2500,,,,,4,3,1961,Unfurnished,Terrace,,,,KIPMall Desa Coalfields | UiTM Hospital | SK Saujana Utama | Guthrie Corridor Expressway,https://www.haniproperties.com/images/unitpic/jardinresidence2storeyterraceADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Jardin Residence 2-Storey Terrace, Bandar Seri Coalfields. Price: RM2500. Ref: ADL",20/6/2026,https://telegram.me/adiblisting/6428,Immediate,ADL,
rental,-,45,Kajang,Taman Mutiara Kajang,Residensi Mutiara Kajang 2,,1400,,,,,3,2,790,Fully Furnished,Apartment,,,,MRT Jalan Reko | Kajang Mall | SK Jalan Reko | Hospital Kajang | Econsave Kajang | LEKAS,https://www.haniproperties.com/images/unitpic/residensimutiarakajang2NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Mutiara Kajang 2, Taman Mutiara Kajang. Price: RM1400. Ref: NS",18/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11197,Immediate,NS,
rental,-,45,Ampang,Ampang Hilir,M Suites,,3000,,,,,3,2,959,Fully Furnished,Service Residence,,,,Swimming Pool | Wading Pool | Gymnasium | Sauna | Tennis Court | Squash Court | BBQ Area | Children's Playground | Multipurpose Hall | Landscaped Garden | 24-Hour Security,https://www.haniproperties.com/images/unitpic/msuitesADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at M Suites, Ampang Hilir. Price: RM3000. Ref: ADL",17/6/2026,https://telegram.me/adiblisting/6136,Immediate,ADL,
subsale,-,45,Shah Alam,Kota Kemuning,2 Storey Terrace Anggerik Aranda,,850000,850000,,3876,,4,3,1800,,Terrace,Leasehold,,,SK Kota Kemuning (~0.7km) | Columbia Asia Hospital (~2km) | Surau An-Najihin (~0.7km) | Gamuda Walk Mall (~3.2km),https://www.haniproperties.com/images/unitpic/2storeyterraceanggerikarandaMMN/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Anggerik Aranda, Kota Kemuning. Price: RM850000. Ref: MMN",16/6/2026,https://telegram.me/HaniMNListingSubsale/580,,MMN,
rental,-,45,Shah Alam,Setia Alam,Huni Residence,,2200,,,,,3,2,1000,Fully Furnished,Service Residence,,,,KTM Padang Jawa | Setia City Mall | Tenby Schools Setia Eco Park | Columbia Asia Hospital Shah Alam | Lotus's Setia Alam | GCE,https://www.haniproperties.com/images/unitpic/huniresidenceFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Huni Residence, Setia Alam. Price: RM2200. Ref: FPR",14/6/2026,https://telegram.me/fathurpropertyrental/26735,1/7/2026,FPR,
subsale,-,45,Cheras,Bandar Sri Permaisuri,Astana Lumayan,,530000,530000,,2417,,4,2,1207,,Condominium,Leasehold,,,LRT Bandar Tun Razak (~1km) | HUKM Hospital UKM (~1km) | SK Seri Tasik Permaisuri (~850m) | Masjid Al-Najihin (~300m) | Danau Lumayan Avenue retail (in-township),https://www.haniproperties.com/images/unitpic/astanalumayanEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Astana Lumayan, Bandar Sri Permaisuri. Price: RM530000. Ref: EXP",14/6/2026,https://telegram.me/extremeproperty_listing/16659,,EXP,
rental,-,45,Seri Kembangan,Seri Kembangan,3 Elements,,1500,,,,,1,1,600,Fully Furnished,Service Residence,,,,,https://www.haniproperties.com/images/unitpic/3elementsADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 3 Elements, Seri Kembangan. Price: RM1500. Ref: ADL",11/6/2026,https://telegram.me/adiblisting/5652,1/6/2026,ADL,
subsale,-,45,Ampang,Taman Nirwana,Hon Residensi CGCC,,650000,650000,,2964,,3,3,1335,,Condominium,Leasehold,,,LRT Ampang (~1.2km short drive) | KPJ Ampang Puteri (~2km) | Lotus Ampang (~2km) | SK Taman Nirwana (~1km),https://www.haniproperties.com/images/unitpic/honresidensicgccEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Hon Residensi CGCC, Taman Nirwana. Price: RM650000. Ref: EXP",10/6/2026,https://telegram.me/extremeproperty_listing/18441,,EXP,
rental,-,45,Selayang,Selayang,168 Park Selayang,,1600,,,,,2,2,624,Fully Furnished,Service Residence,,,,"Bersebelahan 168 Mall Selayang | Berhampiran Hospital Selayang | Akses mudah ke MRR2 | Berdekatan sekolah, restoran dan kemudahan harian",https://www.haniproperties.com/images/unitpic/168parkselayangEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 168 Park Selayang, Selayang. Price: RM1600. Ref: EX",8/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/26514,Immediate,EX,
rental,-,45,Kajang,Sungai Chua,Residensi Sutera 7,,1550,,,,,3,2,980,Unfurnished,Apartment,,,,MRT Bukit Dukung | IOI City Mall | UKM | Hospital Kajang | Lotus's Kajang | SILK Highway,https://www.haniproperties.com/images/unitpic/residensisutera7NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Sutera 7, Sungai Chua. Price: RM1550. Ref: NS",5/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/10913,1/7/2026,NS,
rental,-,45,Kajang,Bandar Puteri Bangi,Palmyra Residence,,1800,,,,,3,2,1066,Fully Furnished,Service Residence,,,,KTM Bangi | Bangi Gateway | KUIS | Klinik Kesihatan Bandar Baru Bangi | Lotus's Bangi | PLUS Highway,https://www.haniproperties.com/images/unitpic/palmyraresidenceNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Palmyra Residence, Bandar Puteri Bangi. Price: RM1800. Ref: NS",5/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/10953,1/7/2026,NS,
rental,-,45,Kajang,Bukit Mewah,Bukit Tiara Residensi,,1700,,,,,3,2,900,Partially Furnished,Condominium,,,,KTM Kajang | Kajang Mall | SMK Kajang | Hospital Kajang | AEON Big Kajang | LEKAS Highway,https://www.haniproperties.com/images/unitpic/bukittiararesidensiNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Bukit Tiara Residensi, Bukit Mewah. Price: RM1700. Ref: NS",5/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/10927,Immediate,NS,
rental,-,45,Puncak Alam,Puncak Alam,Rentak Perdana 2-Storey Terrace,,1900,,,,,4,3,1400,Partially Furnished,Terrace,,,,No | Coalfields Retail Park | UiTM Puncak Alam | Hospital UiTM Puncak Alam | ECONSAVE Puncak Alam | LATAR Highway,https://www.haniproperties.com/images/unitpic/rentakperdana2storeyterraceHF/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Rentak Perdana 2-Storey Terrace, Puncak Alam. Price: RM1900. Ref: HF",4/6/2026,https://telegram.me/iqalisting/2867,Immediate,HF,
rental,-,45,Kajang,Kajang 2,Residensi Emas @ Kajang 2,,1800,,,,,4,3,958,Partially Furnished,Condominium,,,,KTM Kajang | Metro Point Kajang | SMK Kajang Utama | Hospital Kajang | AEON Big Kajang | LEKAS,https://www.haniproperties.com/images/unitpic/residensiemaskajang2NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Emas @ Kajang 2, Kajang 2. Price: RM1800. Ref: NS",3/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/10833,Immediate,NS,
subsale,-,45,Nilai,Seremban 2,Dahlia Apartment @ Seremban 2,,160000,160000,,730,,3,2,642,,Apartment,Freehold,,,Garden Avenue Seremban 2 | Minimart | Playground,https://www.haniproperties.com/images/unitpic/dahliaapartmentseremban2EXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Dahlia Apartment @ Seremban 2, Seremban 2. Price: RM160000. Ref: EXP",25/5/2026,https://telegram.me/extremeproperty_listing/17923,,EXP,
subsale,-,45,Cheras,"Lorong Peel, Maluri",UNA Residensi Peel,,1250000,1250000,,5700,,3,3,1356,,Condominium,Leasehold,,,"Maluri MRT (KG22, ~300m walkable) | Maluri LRT (walkable) | Sunway Velocity Mall (opposite) | AEON Taman Maluri | SK Jalan Peel | Sunway Velocity Medical Centre",https://www.haniproperties.com/images/unitpic/unaresidensipeelEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at UNA Residensi Peel, Lorong Peel, Maluri. Price: RM1250000. Ref: EXP",18/5/2026,https://telegram.me/extremeproperty_listing/17604,,EXP,
subsale,-,45,Ampang,Taman Ukay Perdana,3 Storey Terrace Taman Ukay Perdana,,1300000,1300000,,5928,,5,4,2772,,Terrace,Leasehold,,,Giant Bukit Antarabangsa (~1km) | AEON AU2 / Wangsa Maju (~5km) | SMK/SRK Lembah Keramat (~1km) | Damai Service Hospital Melawati (~5min) | Zoo Negara (~2km) | LRT Sri Rampai (shuttle bus),https://www.haniproperties.com/images/unitpic/3storeyterracetamanukayperdanaEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 3 Storey Terrace Taman Ukay Perdana, Taman Ukay Perdana. Price: RM1300000. Ref: EXP",18/5/2026,https://telegram.me/extremeproperty_listing/17671,,EXP,
subsale,-,45,Rawang,Bandar Tasik Puteri,Bungalow Taman Bandar Puteri,,850000,850000,,3876,,3,3,4000,,Bungalow,Freehold,,,SMK Bandar Tasik Puteri | SK Tasik Puteri / SK Tasik Puteri 2 | Tasik Puteri Golf & Country Club,https://www.haniproperties.com/images/unitpic/bungalowtamanbandarputeriEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Bungalow Taman Bandar Puteri, Bandar Tasik Puteri. Price: RM850000. Ref: EXP",15/5/2026,https://telegram.me/extremeproperty_listing/17512,,EXP,
subsale,-,45,Kajang,Bandar Puteri Bangi,Almyra Residence,,420000,420000,,1915,,4,3,1207,,Condominium,Freehold,,,Bangi Wonderland | McD / Starbucks BSP (commercial hub) | Klinik Kesihatan Bandar Seri Putra | SK Bandar Seri Putra,https://www.haniproperties.com/images/unitpic/almyraresidenceEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Almyra Residence, Bandar Puteri Bangi. Price: RM420000. Ref: EXP",20/4/2026,https://telegram.me/extremeproperty_listing/16653,,EXP,
subsale,-,45,Seri Kembangan,Taman Lestari Putra,2 Storey Terrace Taman Lestari Putra,,600000,600000,,2736,,4,3,1500,,Terrace,Leasehold,,,Surau Nurul Ikhlas | Pasar Borong Selangor | Klinik Kesihatan Seri Kembangan | Local shops / eateries (Lestari Putra area),https://www.haniproperties.com/images/unitpic/2storeyterracetamanlestariputraEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Lestari Putra, Taman Lestari Putra. Price: RM600000. Ref: EXP",16/4/2026,https://telegram.me/extremeproperty_listing/16560,,EXP,
subsale,-,45,Puchong,16 Sierra,3 Storey Terrace Dumalis 16 Sierra,,2000000,2000000,,9120,,6,5,1920,,Terrace,Leasehold,,,MRT 16 Sierra (connectivity driver) | Sierra Fresco (retail lifestyle hub) | Rafflesia International School (family premium anchor),https://www.haniproperties.com/images/unitpic/3storeyterracedumalis16sierraEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 3 Storey Terrace Dumalis 16 Sierra, 16 Sierra. Price: RM2000000. Ref: EXP",10/4/2026,https://telegram.me/extremeproperty_listing/16271,,EXP,
subsale,-,45,Seri Kembangan,Taman Serdang Perdana,Cube @ One South,,340000,340000,,1550,,1,1,450,,Service Residence,Leasehold,,,Serdang Raya MRT Station | One South Street Mall | SRJKC Serdang Baru / SMK Seri Kembangan,https://www.haniproperties.com/images/unitpic/cubeonesouthFRH/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Cube @ One South, Taman Serdang Perdana. Price: RM340000. Ref: FRH",6/4/2026,https://telegram.me/FirdausRahimHartanahListing/1518,,FRH,
subsale,-,45,Ampang,Ampang,Laman Oakleaf Bukit Antarabangsa,,1550000,1550000,,7068,,7,6,3730,,Terrace,Leasehold,,,SMK Lembah Keramat | SK Lembah Keramat | Ampang Point Shopping Centre | KPJ Ampang Puteri Specialist Hospital | Bukit Antarabangsa Recreational Area | Masjid Al-Ridhuan Hulu Klang,https://www.haniproperties.com/images/unitpic/lamanoakleafbukitantarabangsaEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Laman Oakleaf Bukit Antarabangsa, Ampang. Price: RM1550000. Ref: EXP",18/3/2026,https://telegram.me/extremeproperty_listing/15782,,EXP,
subsale,-,45,Shah Alam,Seksyen 16 / Padang Jawa,Suria Jaya e-SOFO,,195000,195000,,889,,1,2,430,,Condominium,Leasehold,,,UiTM Shah Alam (walkable) | LRT UiTM/Seksyen 7 I-City (nearby) | Giant Shah Alam Seksyen 7 (~5 min),https://www.haniproperties.com/images/unitpic/suriajayaesofoEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Suria Jaya e-SOFO, Seksyen 16 / Padang Jawa. Price: RM195000. Ref: EXP",2/5/2025,https://telegram.me/extremeproperty_listing/13535,,EXP,
subsale,-,45,Klang,"Meru, Taman Seri Mewah KU10",2 Storey Terrace Taman Seri Mewah,,620000,620000,,2827,,4,3,1320,,Terrace,Freehold,,,SMK Meru (walking distance) | NSK / Giant Meru (~5 min) | Setia City Mall (~15 min),https://www.haniproperties.com/images/unitpic/2storeyterracetamanserimewahEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Seri Mewah, Meru, Taman Seri Mewah KU10. Price: RM620000. Ref: EXP",22/4/2025,https://telegram.me/extremeproperty_listing/16948,,EXP,
subsale,-,45,Petaling Jaya / Damansara,Petaling Jaya,Verondo Residence,,595000,595000,,2713,,3,2,961,,Condominium,Leasehold,,,Petaling Jaya mature area with access to LDP & SPRINT,https://www.haniproperties.com/images/unitpic/verondoresidenceEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Verondo Residence, Petaling Jaya. Price: RM595000. Ref: EXP",,https://telegram.me/extremeproperty_listing/13557,,EXP,
subsale,-,45,Bangi,Alam Sari,Verdale @ Alam Sari,,1990000,1990000,,9075,,5,5,3161,,Terrace,Freehold,,,Low density G&G enclave,https://www.haniproperties.com/images/unitpic/verdalealamsariEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Verdale @ Alam Sari, Alam Sari. Price: RM1990000. Ref: EXP",,https://telegram.me/extremeproperty_listing/13802,,EXP,
subsale,-,45,Cheras,Sunway Velocity,V Residence 3,,1300000,1300000,,5928,,4,3,1577,,Condominium,Freehold,,,Sunway Velocity integrated township,https://www.haniproperties.com/images/unitpic/vresidence3EXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at V Residence 3, Sunway Velocity. Price: RM1300000. Ref: EXP",,https://telegram.me/extremeproperty_listing/13708,,EXP,
subsale,-,45,Ampang,Ukay Bistari,Ukay Bistari,,1300000,1300000,,5928,,6,3,2400,,Terrace,Freehold,,,Freehold non-bumi Ukay Bistari 10 min ke KLCC,https://www.haniproperties.com/images/unitpic/ukaybistariEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Ukay Bistari, Ukay Bistari. Price: RM1300000. Ref: EXP",,https://telegram.me/extremeproperty_listing/9464,,EXP,
subsale,-,45,Klang,Taman Saga,Trifolia Apartment,,355000,355000,,1619,,3,2,904,,Apartment,Freehold,,,AEON Mall Bukit Tinggi | NSK Trade City Klang | SMK Kampung Jawa | SK Kampung Jawa,https://www.haniproperties.com/images/unitpic/trifoliaapartmentMMN/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Trifolia Apartment, Taman Saga. Price: RM355000. Ref: MMN",,https://telegram.me/HaniMNListingSubsale/156,,MMN,
subsale,-,45,Cheras,Cheras Selatan,Traders Garden,,430000,430000,,1961,,4,2,859,,Service Residence,Leasehold,,,Leasehold non-bumi dekat KPJ Damansara IKEA One Utama,https://www.haniproperties.com/images/unitpic/tradersgardenEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Traders Garden, Cheras Selatan. Price: RM430000. Ref: EXP",,https://telegram.me/extremeproperty_listing/7847,,EXP,
subsale,-,45,Kajang,Semenyih,Taman Pelangi Semenyih 2,,570000,570000,,2599,,4,3,1400,,Terrace,Leasehold,,,"Near MRT Kajang, TBS, Cheras Sentral and Columbia Asia",https://www.haniproperties.com/images/unitpic/tamanpelangisemenyih2EXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Taman Pelangi Semenyih 2, Semenyih. Price: RM570000. Ref: EXP",,https://telegram.me/extremeproperty_listing/12809,,EXP,
subsale,-,45,Kajang,Taman Jasmin,Taman Jasmin Kajang,,780000,780000,,3557,,5,3,2000,,Terrace,Freehold,,,walking distance to schools bank mosque and MRT feeder with highway access,https://www.haniproperties.com/images/unitpic/tamanjasminkajangEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Taman Jasmin Kajang, Taman Jasmin. Price: RM780000. Ref: EXP",,https://telegram.me/extremeproperty_listing/14540,,EXP,
subsale,-,45,Klang,Meru (Sungai Kapar Indah),Sungai Kapar Indah,,520000,520000,,2371,,4,3,1400,,Terrace,Leasehold,,,"Meru, Klang dekat Setia Alam & Setia City Mall",https://www.haniproperties.com/images/unitpic/sungaikaparindahRSS/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Sungai Kapar Indah, Meru (Sungai Kapar Indah). Price: RM520000. Ref: RSS",,https://telegram.me/rumahsubsaleklselangorbynuruls/940,,RSS,
subsale,-,45,Klang,Pulau Indah,Sri Bayu Apartment,,235000,235000,,1072,,3,2,900,,Apartment,Leasehold,,,Close to Westport,https://www.haniproperties.com/images/unitpic/sribayuapartmentEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Sri Bayu Apartment, Pulau Indah. Price: RM235000. Ref: EXP",,https://telegram.me/extremeproperty_listing/10859,,EXP,
subsale,-,45,Klang,Bandar Putera 2,Single Storey Terrace Felicia,,400000,400000,,1824,,3,2,1400,,Terrace,Leasehold,,,"GM Klang, AEON Kota Kemuning, Columbia Asia Bukit Rimau",https://www.haniproperties.com/images/unitpic/singlestoreyterracefeliciaEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Single Storey Terrace Felicia, Bandar Putera 2. Price: RM400000. Ref: EXP",,https://telegram.me/extremeproperty_listing/9946,,EXP,
