listing_type	area	zone	project_name	price	bed	bath	size	furnishing	type	tenure	room_type	bath_type	anchors	image	wa_text
subsale	Sepang	Jenderam Hilir	1 Storey Terrace Taman Jenderam Lestari	430000.0	3	2	1040.0		1 Storey Terrace	Freehold			Masjid As-Syakirin • SK Jenderam Hilir • Sekolah Rendah Agama Jenderam Hilir		Hi Hani, I'm interested in the subsale unit at 1 Storey Terrace Taman Jenderam Lestari, Jenderam Hilir.
subsale	Sepang	Taman Ikhlas Jenjarom	Taman Ikhlas	435000.0	4	2	972.0		Single Storey Semi-Detached	Freehold			Freehold MR Jenjarom dekat Lotus Econsave Quayside Mall		Hi Hani, I'm interested in the subsale unit at Taman Ikhlas, Taman Ikhlas Jenjarom.
subsale	Sepang	Taman Indah Puteri	Taman Indah Puteri	455000.0	4	2	1260.0		Single Storey Semi-Detached	Freehold			Freehold Non-Bumi lot dengan tanah 3,305 sqft lokasi Sepang matang		Hi Hani, I'm interested in the subsale unit at Taman Indah Puteri, Taman Indah Puteri.
subsale	Klang	Meru	Semi-Detached House Meru	510000.0	4	3	2400.0		Semi-Detached House	Freehold			Residential Meru near Masjid Meru & Pekan Meru		Hi Hani, I'm interested in the subsale unit at Semi-Detached House Meru, Meru.
subsale	Kajang	Kajang Hillpark	2 Storey Terrace Kajang Hillpark	550000.0	4	3	1300.0		2 Storey Terrace	Freehold			SK Kajang Utama • Surau Kajang Hillpark • Local shops / mini mart (Hillpark area) • Klinik nearby (Kajang Utama)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Kajang Hillpark, Kajang Hillpark.
subsale	Kajang	Taman Tiara East	2 Storey Terrace Taman Tiara East	562000.0	5	3	1680.0		2 Storey Terrace	Freehold			Ecohill Walk • Mydin Semenyih • Lotus’s Semenyih		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Tiara East, Taman Tiara East.
subsale	Kajang	Semenyih	Taman Pelangi Semenyih 2	570000.0	4	3	1400.0		Terrace	Leasehold			Near MRT Kajang, TBS, Cheras Sentral and Columbia Asia		Hi Hani, I'm interested in the subsale unit at Taman Pelangi Semenyih 2, Semenyih.
subsale	Kajang	Taman Tenaga	2 Storey Terrace Taman Tenaga	580000.0	4	3	1400.0		2 Storey Terrace	Freehold			SMK Jalan Reko • Surau Taman Tenaga • Klinik Komuniti Taman Tenaga • 7-Eleven Taman Tenaga		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Tenaga, Taman Tenaga.
subsale	Klang	Bandar Bukit Raja	Taman Setia Impian 2 Storey Terrace	620000.0	4	3	1865.0		2 Storey Terrace	Freehold			Bandar Bukit Raja (near Setia City Mall, NKVE)		Hi Hani, I'm interested in the subsale unit at Taman Setia Impian 2 Storey Terrace, Bandar Bukit Raja.
subsale	Cheras	Bandar Sri Permaisuri	Astana Lumayan	530000.0	4	2	1207.0		Condominium	Leasehold			LRT Bandar Tun Razak (~1km) • HUKM Hospital UKM (~1km) • SK Seri Tasik Permaisuri (~850m) • Masjid Al-Najihin (~300m) • Danau Lumayan Avenue retail (in-township)		Hi Hani, I'm interested in the subsale unit at Astana Lumayan, Bandar Sri Permaisuri.
subsale	Kuala Lumpur	Taman Tan Yew Lai	Fern Lodge	850000.0	4	3	2228.0		Condominium	Freehold			SK Seri Mega / SK Petaling (~1–2km) • SMK Petaling / SMK Taman Yarl (~1–2km) • Masjid in-township • KTM Petaling (~2km, short drive) • Klinik Mediviron OUG (~1km)		Hi Hani, I'm interested in the subsale unit at Fern Lodge, Taman Tan Yew Lai.
subsale	Shah Alam	Denai Alam	Serissa Terrace Denai Alam	1100000.0	5	5	4314.0		3 Storey Terrace	Freehold			Mature township Denai Alam		Hi Hani, I'm interested in the subsale unit at Serissa Terrace Denai Alam, Denai Alam.
subsale	Klang	Bandar Bukit Tinggi	2.5-Storey Semi-D	1850000.0	5	4	3200.0		Semi-Detached	Freehold			AEON Bukit Tinggi, KPJ Klang, KESAS Highway		Hi Hani, I'm interested in the subsale unit at 2.5-Storey Semi-D, Bandar Bukit Tinggi.
subsale	Sepang	Jenderam Hilir	1 Storey Terrace Taman Jenderam Lestari	430000.0	3	2	1040.0		1 Storey Terrace	Freehold (Malay Reserved)			SK Jenderam Hilir • Masjid As-Syakirin • Klinik Kesihatan Dengkil		Hi Hani, I'm interested in the subsale unit at 1 Storey Terrace Taman Jenderam Lestari, Jenderam Hilir.
subsale	Selayang	Selayang	Amansiara Townhouse	450000.0	3	2	1245.0		Townhouse	Leasehold			Near Hospital Selayang, MPS, Tesco/NSK and major highways		Hi Hani, I'm interested in the subsale unit at Amansiara Townhouse, Selayang.
subsale	Sepang	Bandar Baru Salak Tinggi	Taman Mawar 2	495000.0	5	3	1650.0		Terrace	Leasehold			KLIA, Mitsui Outlet Park, Hospital KLIA		Hi Hani, I'm interested in the subsale unit at Taman Mawar 2, Bandar Baru Salak Tinggi.
subsale	Sepang	Taman Langat Utama	2 Storey Terrace Taman Langat Utama	540000.0	4	3	2000.0		2 Storey Terrace	Leasehold (Bumi Lot)			SK Banting / nearby primary school cluster • Masjid nearby (local surau / mosque within taman) • 99 Speedmart (neighbourhood retail) • Klinik Kesihatan Banting / nearby clinics		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Langat Utama, Taman Langat Utama.
subsale	Kuala Lumpur	Kepong (Kiara Bay)	Residensi AVA	680000.0	3	2	950.0		Service Residence	Leasehold			Kiara Bay Commercial / future mall component (within township) • MRT Sri Damansara Barat / Kepong Baru line (closest rail access) • AEON Metro Prima Kepong • KPJ Sentosa KL / ParkCity Medical Centre (medical cluster nearby)		Hi Hani, I'm interested in the subsale unit at Residensi AVA, Kepong (Kiara Bay).
subsale	Cheras	Bandar Sri Permaisuri	Villa Laman Tasik	640000.0	4	3	1792.0		Duplex Townhouse	Leasehold			LRT Salak Selatan • LRT Cheras • SMK Seri Permaisuri / SK Seri Permaisuri • Taman Tasik Permaisuri • Masjid Saidina Uthman Ibn Affan • PPUKM • Tesco Express Bandar Sri Permaisuri		Hi Hani, I'm interested in the subsale unit at Villa Laman Tasik, Bandar Sri Permaisuri.
subsale	Kuala Lumpur	Setiawangsa	Kaleidoscope Setiawangsa Residensi	900000.0	3	2	1257.0		Condominium	Leasehold			Setiawangsa near LRT & KL city fringe		Hi Hani, I'm interested in the subsale unit at Kaleidoscope Setiawangsa Residensi, Setiawangsa.
subsale	Puncak Alam	LBS Alam Perdana	2 Storey Terrace Irama Perdana	480000.0	4	4	1209.0		2 Storey Terrace	Leasehold			SK Puncak Alam 3 (~1–2km) • UITM Puncak Alam (~2km) • Econsave Puncak Alam (~1km) • Masjid in-township • Klinik Kesihatan Puncak Alam (~2km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Irama Perdana, LBS Alam Perdana.
subsale	Selayang	Bukit Permata	2.5-Storey Landed House Bukit Permata	990000.0	5	4	2800.0		Terrace	Freehold			Landed matured township near Lotus’s, AEON, MRT/KTM		Hi Hani, I'm interested in the subsale unit at 2.5-Storey Landed House Bukit Permata, Bukit Permata.
subsale	Subang Jaya	SS19	SS19/A1 End Lot Terrace	1200000.0	6	4	3500.0		2 Storey Terrace	Freehold			Subang Parade • Empire Shopping Gallery • Subang Jaya LRT & KTM Station • SJMC (Subang Jaya Medical Centre)		Hi Hani, I'm interested in the subsale unit at SS19/A1 End Lot Terrace, SS19.
subsale	Bukit Jalil	Bukit Jalil	Mutiara Bukit Jalil	1480000.0	7	4	2895.0		3 Storey Terrace	Freehold			Alam Sutera LRT Station • Bukit Jalil LRT Station • Technology Park Malaysia • SMK Bandar Kinrara		Hi Hani, I'm interested in the subsale unit at Mutiara Bukit Jalil, Bukit Jalil.
subsale	Sepang	Banting	Bandar Mahkota Banting	200000.0			4004.0		Residential Land	Freehold			Mahkota Industrial Park • Qualitas Health Poliklinik Astana Medic • HM Grocer Bandar Mahkota		Hi Hani, I'm interested in the subsale unit at Bandar Mahkota Banting, Banting.
subsale	Kajang	Bandar Tasik Kesuma	Tanah Banglo Bandar Tasik Kesuma	360000.0					Residential Land	Freehold			Bandar Tasik Kesuma (kawasan matang)		Hi Hani, I'm interested in the subsale unit at Tanah Banglo Bandar Tasik Kesuma, Bandar Tasik Kesuma.
subsale	Nilai	Mahkota Hills	Queensbury Mahkota Hills	510000.0	4	3	1684.0		2 Storey Terrace	Freehold			Near Nottingham & Xiamen Univ		Hi Hani, I'm interested in the subsale unit at Queensbury Mahkota Hills, Mahkota Hills.
subsale	Nilai	Nilai Impian	Double Storey Davina Nilai Impian	545000.0	4	3	1650.0		Terrace	Freehold			NILAI–KLIA growth corridor near township amenities		Hi Hani, I'm interested in the subsale unit at Double Storey Davina Nilai Impian, Nilai Impian.
subsale	Kajang	Semenyih	Emerald Diamond Townhouse	550000.0	3	2	1390.0		Townhouse	Freehold			Gated & Guarded; near EcoHill Walk Mall & LEKAS		Hi Hani, I'm interested in the subsale unit at Emerald Diamond Townhouse, Semenyih.
subsale	Klang	Kota Bayuemas, Klang South	Ashino @ Gravit8	590000.0	3	2	1239.0		Condominium	Freehold			GM Klang Wholesale City • AEON Mall Bukit Tinggi • LRT3 Bandar Bukit Tinggi Station (SA24, upcoming)		Hi Hani, I'm interested in the subsale unit at Ashino @ Gravit8, Kota Bayuemas, Klang South.
subsale	Klang	Meru, Taman Seri Mewah KU10	2 Storey Terrace Taman Seri Mewah	620000.0	4	3	1320.0		2 Storey Terrace	Freehold			SMK Meru (walking distance) • NSK / Giant Meru (~5 min) • Setia City Mall (~15 min)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Seri Mewah, Meru, Taman Seri Mewah KU10.
subsale	Kajang	Bandar Rinching Seksyen 6	Double Storey Corner Lot Seksyen 6	620000.0	4	4	2000.0		2 Storey Terrace	Freehold			Near Bangi–Kajang growth corridor		Hi Hani, I'm interested in the subsale unit at Double Storey Corner Lot Seksyen 6, Bandar Rinching Seksyen 6.
subsale	Cyberjaya	Cyberjaya	Gardenview Residence	670000.0	5	4	1711.0		Condominium	Freehold			Beside ELC Int. School, near D’Pulze, MMU, CUCMS and IOI City Mall		Hi Hani, I'm interested in the subsale unit at Gardenview Residence, Cyberjaya.
subsale	Ampang	Ampang	Astoria Ampang	690000.0	5	2	888.0		Service Residence	Leasehold			Ampang mature location		Hi Hani, I'm interested in the subsale unit at Astoria Ampang, Ampang.
subsale	Klang	Bandar Bukit Raja	Jalan Rodat Bandar Bukit Raja	798000.0	4	3	2300.0		Double Storey Terrace	Freehold			Setia City Mall, Columbia Asia Hospital Setia Alam, Tenby International School Setia Alam		Hi Hani, I'm interested in the subsale unit at Jalan Rodat Bandar Bukit Raja, Bandar Bukit Raja.
subsale	Shah Alam	Elmina West (Seksyen U15/U17)	2 Storey Terrace Elmina West	800000.0	4	3	1709.0		2 Storey Terrace	Freehold			Elmina Lakeside Mall • SK Elmina • Elmina Central Park • Kota Damansara • Subang Airport		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Elmina West, Elmina West (Seksyen U15/U17).
subsale	Rawang	Bandar Tasik Puteri	Bungalow Taman Bandar Puteri	850000.0	3	3	4000.0		Bungalow	Freehold			SMK Bandar Tasik Puteri • SK Tasik Puteri / SK Tasik Puteri 2 • Tasik Puteri Golf & Country Club		Hi Hani, I'm interested in the subsale unit at Bungalow Taman Bandar Puteri, Bandar Tasik Puteri.
subsale	Kuala Lumpur	Dutamas (Taman Segambut SPPK)	Prima Duta	650000.0	3	3	1614.0		Condominium	Freehold			KTM Segambut (~1.6km) • SK Segambut Makmur (~1km) • Parkcity Medical Centre (~2km) • Publika Solaris Dutamas (~1.2km)		Hi Hani, I'm interested in the subsale unit at Prima Duta, Dutamas (Taman Segambut SPPK).
subsale	Shah Alam	Denai Alam	2 Storey Terrace Denai Alam	750000.0	4	3	2200.0		2 Storey Terrace	Freehold			SK Denai Alam (~0.5km) • Masjid Al-Farinee Denai Alam (~0.5km) • Surau Al-Islah (~0.3km) • SMK Bukit Jelutong (~2km) • 99 Speedmart Denai Alam (~0.8km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Denai Alam, Denai Alam.
subsale	Ampang	Taman Putra Ampang	Taman Putra Ampang	550000.0	4	3	1200.0		Terrace	Leasehold			near Hospital Ampang and major highways MRR2 SUKE AKLEH		Hi Hani, I'm interested in the subsale unit at Taman Putra Ampang, Taman Putra Ampang.
subsale	Ampang	Ampang	Brezza Hill Condominium	710000.0	3	3	1073.0		Condominium	Leasehold			Ampang Point, AEON Big Ampang, LRT Cempaka		Hi Hani, I'm interested in the subsale unit at Brezza Hill Condominium, Ampang.
subsale	Shah Alam	Seksyen U17	Elmina Green 3	840000.0	4	4	2262.0		Double Storey Terrace	Freehold			Elmina growth corridor		Hi Hani, I'm interested in the subsale unit at Elmina Green 3, Seksyen U17.
subsale	Setapak	Wangsa Maju	Seri Riana Residence	855000.0	3	2	1535.0		Condominium	Leasehold			Near LRT Sri Rampai		Hi Hani, I'm interested in the subsale unit at Seri Riana Residence, Wangsa Maju.
subsale	Langkawi	Kuah	Homestay + Motel Complex Kuah Langkawi	3300000.0					Commercial STR Complex	-			Pasar Awam Kuah (~0.7 km) • Langkawi Parade (~1.0 km) • Pekan Kuah (~1.1 km) • Jeti Kuah (~3.4 km)		Hi Hani, I'm interested in the subsale unit at Homestay + Motel Complex Kuah Langkawi, Kuah.
subsale	Shah Alam	Seksyen U9	2 Storey Terrace Sunway Kayangan	635000.0	4	3	2300.0		2 Storey Terrace	Leasehold			SK Puncak Perdana (~500m) • UITM Puncak Perdana (~1km) • Masjid in-township (~500m) • Monterez Golf & Country Club (~500m) • Kedai runcit / shoplots Seksyen U9 (~1km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Sunway Kayangan, Seksyen U9.
subsale	Cheras	Bandar Sri Permaisuri	Suasana Lumayan Condominium Penthouse	1250000.0	5	3	3542.0		Penthouse	Leasehold			Near KL City Centre • LRT/MRT/KTM connectivity		Hi Hani, I'm interested in the subsale unit at Suasana Lumayan Condominium Penthouse, Bandar Sri Permaisuri.
subsale	Kuala Lumpur	Sri Petaling	2 Storey Terrace Bandar Baru Sri Petaling	1350000.0	5	3	2500.0		2 Storey Terrace	Freehold			LRT Bukit Jalil • SK Bandar Baru Sri Petaling • Pavilion Bukit Jalil		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Bandar Baru Sri Petaling, Sri Petaling.
subsale	Kuala Lumpur	Setiawangsa	2 Storey Terrace Taman Bukit Setiawangsa	1450000.0	5	3	2200.0		2 Storey Terrace	Freehold			LRT Setiawangsa (primary connectivity driver) • AEON AU2 Setiawangsa (retail anchor) • SK Setiawangsa (family demand driver)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Bukit Setiawangsa, Setiawangsa.
subsale	Kuala Lumpur	Kg Sg Pusu Gombak	Villa Bestari	1780000.0	5	5	5000.0		1.5 Storey Bungalow	Freehold			Gombak LRT, UIAM Gombak, Hospital Orang Asli Gombak		Hi Hani, I'm interested in the subsale unit at Villa Bestari, Kg Sg Pusu Gombak.
subsale	Cheras	Batu 9	2 Storey Bungalow Taman Hulu Langat Jaya	1800000.0	6	3	6500.0		2 Storey Bungalow	Freehold			MRT Sri Raya (primary connectivity driver) • Grand Saga Highway (accessibility backbone) • Batu 9 Commercial Area (daily amenities cluster)		Hi Hani, I'm interested in the subsale unit at 2 Storey Bungalow Taman Hulu Langat Jaya, Batu 9.
subsale	Kuala Lumpur	Bukit Tunku (Kenny Hills)	3 Storey Semi-Detached Tijani 2	5400000.0	5	6	5500.0		3 Storey Semi-Detached	Freehold			KTM Putra Station (~1km) • Sunway Putra Mall (~2km) • Arabian International School Kenny Hills		Hi Hani, I'm interested in the subsale unit at 3 Storey Semi-Detached Tijani 2, Bukit Tunku (Kenny Hills).
subsale	Petaling Jaya	Bandar Sri Damansara	1 Storey Terrace Sri Damansara	1250000.0	3	2	1400.0		1 Storey Terrace	Freehold			MRT Sri Damansara (~1km, walkable) • SMK/SK Bandar Sri Damansara (~1km) • Sri Damansara Clubhouse (~1km) • Masjid in-township • KIP Mall / Sri Damansara commercial area (~1km)		Hi Hani, I'm interested in the subsale unit at 1 Storey Terrace Sri Damansara, Bandar Sri Damansara.
subsale	Sepang	Taman Indah KLIA	Taman Indah KLIA	450000.0	4	3	2060.0		Double Storey Terrace	Leasehold			Leasehold bumi lot KLIA/Salak Tinggi/Nilai corridor		Hi Hani, I'm interested in the subsale unit at Taman Indah KLIA, Taman Indah KLIA.
subsale	Cyberjaya	Dengkil	Casa Bluebell Townhouse	455000.0	3	2	1160.0		Townhouse	Leasehold			Growth corridor near Cyberjaya Putrajaya		Hi Hani, I'm interested in the subsale unit at Casa Bluebell Townhouse, Dengkil.
subsale	Puncak Alam	Puncak Alam	Aquila Taman Alam Sutera	585000.0	4	3	1996.0		Double Storey Terrace	Leasehold			Near UiTM Puncak Alam		Hi Hani, I'm interested in the subsale unit at Aquila Taman Alam Sutera, Puncak Alam.
subsale	Seri Kembangan	Taman Lestari Putra	2 Storey Terrace Taman Lestari Putra	600000.0	4	3	1500.0		2 Storey Terrace	Leasehold			Surau Nurul Ikhlas • Pasar Borong Selangor • Klinik Kesihatan Seri Kembangan • Local shops / eateries (Lestari Putra area)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Lestari Putra, Taman Lestari Putra.
subsale	Cheras	Cheras	Taman Bukit Teratai	640000.0	4	3	1500.0		Townhouse	Leasehold			SK Taman Teratai • Klinik Kesihatan Ampang • Paragon Point Shopping Centre • AEON Big Ampang • Bukit Ampang Recreational Area		Hi Hani, I'm interested in the subsale unit at Taman Bukit Teratai, Cheras.
subsale	Klang	Bandar Rimbayu	Penduline Corner End Lot	898800.0	4	3	2520.0		Double Storey Terrace	Leasehold			Quayside Mall • Surau Al Jannah Rimbayu • Oasis International School		Hi Hani, I'm interested in the subsale unit at Penduline Corner End Lot, Bandar Rimbayu.
subsale	Selayang	Taman Koperasi Polis Fasa II	2 Storey Terrace Taman Koperasi Polis Fasa II	880000.0	5	2	2400.0		2 Storey Terrace	Freehold			SK Taman Koperasi Polis (~500m) • PICOMS International University College (~500m) • Masjid Bilal Ibn Rabah (~1km) • Giant Batu Caves (~1.5km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Koperasi Polis Fasa II, Taman Koperasi Polis Fasa II.
subsale	Kuala Lumpur	Cheras	2 Storey Terrace Taman Bukit Permai	570000.0	4	3	1200.0		2 Storey Terrace	Leasehold (Bumi Lot)			MRT Taman Pertama (~2km short drive) • SRK Kampung Cheras Baru (~800m) • Pantai Hospital Cheras (~3km short drive) • AEON Cheras (~3km short drive)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Bukit Permai, Cheras.
subsale	Ampang	Taman Nirwana	Hon Residensi CGCC	650000.0	3	3	1335.0		Condominium	Leasehold			LRT Ampang (~1.2km short drive) • KPJ Ampang Puteri (~2km) • Lotus Ampang (~2km) • SK Taman Nirwana (~1km)		Hi Hani, I'm interested in the subsale unit at Hon Residensi CGCC, Taman Nirwana.
subsale	Nilai	Bandar Sri Sendayan	Nusari Aman 2	600000.0	4	3	2316.0		Double Storey Terrace	Freehold			Established Sendayan township + near schools/shops + highways		Hi Hani, I'm interested in the subsale unit at Nusari Aman 2, Bandar Sri Sendayan.
subsale	Rawang	Peridot Precinct, Kota Emerald East	Residential Land Kota Emerald East	650000.0			5998.0		Residential Land	Freehold			AEON Rawang (~10 min) • KTM Rawang Station (~5 min drive) • SK/SMK Taman Desa (confirmed nearby) • Straits International School Rawang		Hi Hani, I'm interested in the subsale unit at Residential Land Kota Emerald East, Peridot Precinct, Kota Emerald East.
subsale	Cyberjaya	Garden Residence, Cyberjaya	2 Storey Terrace Cassia Garden Residence	1185000.0	5	4	2845.0		2 Storey Terrace	Freehold			MRT Cyberjaya City Centre (~5-10min drive) • Abedeen International School • Limkokwing University • Putrajaya Hospital • D'Pulze Shopping Centre • IOI City Mall (~15min)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Cassia Garden Residence, Garden Residence, Cyberjaya.
subsale	Selayang	Bandar Baru Selayang	Semi Detached Taman Perdana Residence	2000000.0	5	5	4000.0		Semi-Detached	Freehold			Hospital Selayang • Selayang Mall • SK Bandar Baru Selayang • Selayang Pasar Borong • KTM Batu Caves (~4-5km) • Templer Park International School		Hi Hani, I'm interested in the subsale unit at Semi Detached Taman Perdana Residence, Bandar Baru Selayang.
subsale	Subang Jaya	SS14	2 Storey Semi-Detached SS14	2100000.0	7	5	3500.0		Semi-Detached	Freehold			Subang Parade • Sunway Medical Centre • Sunway Pyramid		Hi Hani, I'm interested in the subsale unit at 2 Storey Semi-Detached SS14, SS14.
subsale	Cyberjaya	Perdana Lakeview East	Perdana Lakeview East Bungalow	4000000.0	6	6	2800.0		Bungalow	Freehold			Near lake, KLIA, international schools and Cyberjaya CBD with excellent highway access		Hi Hani, I'm interested in the subsale unit at Perdana Lakeview East Bungalow, Perdana Lakeview East.
subsale	Puchong	Taman Putra Prima PP5	2 Storey Terrace Taman Putra Prima	950000.0	4	3	1765.0		2 Storey Terrace	Freehold			Puchong Prima LRT Station (~2km) • SK / SMK Putra Prima • IOI Mall Puchong / Giant Puchong		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Putra Prima, Taman Putra Prima PP5.
subsale	Puchong	Taman Puchong Hartamas	2.5 Storey Terrace Kim Crest	1250000.0	6	4	2625.0		2 Storey Terrace	Freehold			SMK Puchong (~1–2km) • AEON Big Puchong (~2km) • IOI Puchong Mall (~2–3km) • LRT Puchong Prima (~10 min drive) • Klinik Kesihatan Puchong (~2km)		Hi Hani, I'm interested in the subsale unit at 2.5 Storey Terrace Kim Crest, Taman Puchong Hartamas.
subsale	Cheras	Bandar Mahkota Cheras	Bandar Mahkota Cheras	670000.0	4	3	1300.0		Double Storey Terrace	Freehold			Freehold non-bumi BMC near amenities		Hi Hani, I'm interested in the subsale unit at Bandar Mahkota Cheras, Bandar Mahkota Cheras.
subsale	Sepang	Kg Salak Tinggi	Tanah Pertanian Kg Salak Tinggi	750000.0					Agricultural Land	Freehold			Kampung Growth Pocket		Hi Hani, I'm interested in the subsale unit at Tanah Pertanian Kg Salak Tinggi, Kg Salak Tinggi.
subsale	Kajang	Sungai Merab (Desa Putra)	2 Storey Terrace M3 Residence	920000.0	4	3	1890.0		2 Storey Terrace	Leasehold (Malay Reserve)			SK Sungai Merab Luar • Masjid Kg Sungai Merab • Pasar Tani Sg Merab • Klinik Kesihatan Sg Merab • Bangi Gateway (±3km) • KTM Bangi/Kajang (±6km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace M3 Residence, Sungai Merab (Desa Putra).
subsale	Bukit Jalil	Bukit Jalil	Alam Sutera Bukit Jalil	1250000.0	4	4	2139.0		2 Storey Terrace	Leasehold			Alam Sutera LRT Station • Bandar Kinrara 5 LRT Station • Tzu Chi International School • Technology Park Malaysia • Pavilion Bukit Jalil • Columbia Asia Hospital		Hi Hani, I'm interested in the subsale unit at Alam Sutera Bukit Jalil, Bukit Jalil.
subsale	Cheras	Sunway Velocity	V Residence 3	1300000.0	4	3	1577.0		Condominium	Freehold			Sunway Velocity integrated township		Hi Hani, I'm interested in the subsale unit at V Residence 3, Sunway Velocity.
subsale	Petaling Jaya	Kampung Sungai Kayu Ara	Shoplot Lot 13484	1380000.0			2838.0		Shop Lot	Leasehold			MRT Bandar Utama • Masjid Al-Makmuriah Kayu Ara • SRA Kampung Sungai Kayu Ara		Hi Hani, I'm interested in the subsale unit at Shoplot Lot 13484, Kampung Sungai Kayu Ara.
subsale	Ampang	Taman Sering Ukay	Gaia Taman Sering Ukay	4500000.0	7	8	5800.0		Bungalow	Freehold			15 mins to KLCC premium enclave		Hi Hani, I'm interested in the subsale unit at Gaia Taman Sering Ukay, Taman Sering Ukay.
subsale	Puchong	Putra Perdana	Skylake Residence	630000.0	3	2	1050.0		Condominium	Leasehold			Lakefront condo in Puchong Putra Perdana with easy access to LDP, SKVE, ELITE and MEX		Hi Hani, I'm interested in the subsale unit at Skylake Residence, Putra Perdana.
subsale	Klang	Bandar Rimbayu	Starling Rimbayu (End Lot)	850000.0	3	3	1783.0		Double Storey Terrace	Leasehold			Quayside Mall, Bandar Rimbayu • Oasis International School • Surau Al-Jannah Rimbayu		Hi Hani, I'm interested in the subsale unit at Starling Rimbayu (End Lot), Bandar Rimbayu.
subsale	Klang	Kapar	2 Storey Terrace Taman Perepat Indah	420000.0	4	3	1440.0		2 Storey Terrace	Leasehold			SK Sementa / SMK Kapar Indah • Masjid Kg Perepat • SpeedMart Kapar		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Taman Perepat Indah, Kapar.
subsale	Kuala Lumpur	Pandan Indah	2 Storey Terrace Pandan Indah	595000.0	4	3	1260.0		2 Storey Terrace	Leasehold			LRT Pandan Indah (~walking distance) • LRT Cempaka (~walking distance) • SK & SMK Pandan Indah (~1km) • Hospital Ampang (~1.5km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Pandan Indah, Pandan Indah.
subsale	Kuala Lumpur	Kepong	1.5 Storey Terrace Taman Desa Jaya	650000.0	3	2	1430.0		2 Storey Terrace	Leasehold			MRT Sri Damansara Timur (~500m walk) • KTM Kepong (~350m walk) • SK Taman Desa Jaya (~1km) • Pasar Moden Taman Ehsan (~1km)		Hi Hani, I'm interested in the subsale unit at 1.5 Storey Terrace Taman Desa Jaya, Kepong.
subsale	Klang	Pandamaran	1 Storey Terrace Kampung Pendamar II	450000.0	3	1	1220.0		1 Storey Terrace	Leasehold 62 yrs			Hospital HTAR (~1.5km) • SK Kampung Idaman (~1km) • Masjid Pandamaran (~0.5km)		Hi Hani, I'm interested in the subsale unit at 1 Storey Terrace Kampung Pendamar II, Pandamaran.
subsale	Cyberjaya	Setia Eco Glades	2 Storey Terrace Isle of Botanica	2000000.0	4	4	2400.0		2 Storey Terrace	Freehold			Hospital Cyberjaya • D'Pulze Shopping Centre • MMU Cyberjaya • SK/SMK Cyberjaya 1		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Isle of Botanica, Setia Eco Glades.
subsale	Ampang	Kemensah Heights	2 Storey Bungalow Kemensah Heights	2900000.0	7	4	4000.0		Bungalow	Freehold			Zoo Negara (~1km) • SMK/SK Taman Melawati (~2km) • Melawati Mall (~3.1km) • Damai Service Hospital (~5min) • Masjid Al-Hidayah Kemensah (~1.5km) • Giant Superstore Ulu Kelang (~1.3km)		Hi Hani, I'm interested in the subsale unit at 2 Storey Bungalow Kemensah Heights, Kemensah Heights.
subsale	Ampang	Ampang	Taman Hillview	3580000.0	5	6	9300.0		Bungalow	Freehold			KPJ Ampang Puteri Specialist Hospital • Ampang Point Shopping Centre • SMK Taman Kosas • SK Taman Kosas • Masjid Al-Mustaqim Ampang • Ampang Hilir Recreational Area		Hi Hani, I'm interested in the subsale unit at Taman Hillview, Ampang.
subsale	Petaling Jaya	Kampung Sungai Penchala	Bungalow Sungai Penchala	7000000.0	13	11			Bungalow	Freehold			KPJ Damansara Specialist Hospital (~5min) • SK Sungai Penchala • SR Agama Sungai Penchala • 1 Utama / The Curve (~8min drive) • TTDI MRT (~8min drive) • Masjid Sungai Penchala		Hi Hani, I'm interested in the subsale unit at Bungalow Sungai Penchala, Kampung Sungai Penchala.
